
24.3,20.1,5.71895,5.71895,0,
23.1,23.4,5.46251,5.46251,0,
7.3,24.8,5.75155,5.75155,0,

5.4,28.9,4.4085,4.4085,0,

23.5,58.7,5.59861,5.59861,0,


29.6,33.1,6.2164,6.2164,0,

15.6,41.6,5.81747,5.81747,0,
8,38.2,4.56117,4.56117,0,
7.5,45.6,6.36139,6.36139,0,
10.1,19.4,5.4786,5.4786,0,
30.2,7.2,6.75185,6.75185,0,



6.4,10.8,6.01437,6.01437,0,7.8,42.7,5.89019,5.89019,0,

11,45.9,4.24188,4.24188,0,
5,15,5.9196,5.9196,0,
16.1,56.8,5.91113,5.91113,0,
9.1,48.3,6.47686,6.47686,0,
18.9,29.6,5.67375,5.67375,0,
10,6.4,5.19309,5.19309,0,
10.3,18,5.67536,5.67536,0,
21.6,35.7,8.90612,8.90612,0,
10.8,57.7,6.24096,6.24096,0,22.1,6.9,5.84003,5.84003,0,
11.9,7.3,6.35602,6.35602,0,

6.3,61.4,5.65547,5.65547,0,


26.5,50.1,5.22012,5.22012,0,

3.5,60.2,5.35346,5.35346,0,
11.8,16.9,5.60865,5.60865,0,

-1.5,-1.5,61.8572,61.8572,0,
21.2,64.1,6.16027,6.16027,0,
1.8,63.9,6.10358,6.10358,0,
7.7,36,5.60887,5.60887,0,
18.4,11,6.95633,6.95633,0,
9.3,61.9,5.47866,5.47866,0,
20.9,36.5,5.48004,5.48004,0,
20.1,57.9,5.4431,5.4431,0,


14.1,29.1,6.06478,6.06478,0,16.2,60.1,5.74546,5.74546,0,
0.4,62.2,5.42525,5.42525,0,


1.2,36.2,7.52004,7.52004,0,
5.9,49.9,7.0904,7.0904,0,
10.1,42.5,6.29713,6.29713,0,22.5,45.4,5.38445,5.38445,0,

18,5.1,7.17505,7.17505,0,
26.6,56.9,5.39321,5.39321,0,


7.5,65.1,6.28411,6.28411,0,
11.6,51.1,5.77181,5.77181,0,

11.6,46.4,6.86019,6.86019,0,
16.1,12.1,6.34425,6.34425,0,


23.9,38.2,5.72621,5.72621,0,
16.1,13.5,5.60021,5.60021,0,
8.9,46,7.35114,7.35114,0,

23.9,21.9,5.55859,5.55859,0,
9.9,30.1,6.21425,6.21425,0,8,31.6,5.77549,5.77549,0,
10.1,41.1,8.46828,8.46828,0,
24.3,56.9,5.51658,5.51658,0,
25.9,40.8,5.21918,5.21918,0,
4,29.3,4.19458,4.19458,0,
16,42.1,6.87501,6.87501,0,

25.9,23,5.80733,5.80733,0,
11.5,65.8,5.72875,5.72875,0,
13.6,10.2,4.71173,4.71173,0,

11.2,57.8,7.17727,7.17727,0,


13.7,27.5,4.66548,4.66548,0,24.6,19.9,6.05834,6.05834,0,
25.1,52.7,5.52957,5.52957,0,
22.1,25.8,5.9158,5.9158,0,
5.5,18.1,6.03693,6.03693,0,15.1,20.4,5.68704,5.68704,0,
9.5,23.4,5.87005,5.87005,0,25.8,53.2,5.83545,5.83545,0,
10.5,25.7,5.64557,5.64557,0,
11.2,57.1,5.69464,5.69464,0,
9.1,39.5,7.70728,7.70728,0,4,31.2,6.7705,6.7705,0,
26.8,52.2,5.82835,5.82835,0,

25.8,37.8,3.88601,3.88601,0,
12.6,54.3,5.69436,5.69436,0,
22.9,46.3,5.55567,5.55567,0,
11.4,59.2,5.55163,5.55163,0,

15.2,52.2,7.70869,7.70869,0,24.9,56.4,5.61446,5.61446,0,
25.6,31.3,4.34795,4.34795,0,




25.4,18.4,4.01671,4.01671,0,
10.2,60.3,5.43852,5.43852,0,
24.5,28.5,5.74109,5.74109,0,
13.8,15.9,5.60874,5.60874,0,

20.6,10.4,4.53608,4.53608,0,
8.5,34,5.6232,5.6232,0,-1.5,-1.5,6.97899,6.97899,0,


22.9,47.5,6.45213,6.45213,0,
12.3,44.2,6.31253,6.31253,0,

29.9,49.4,5.60102,5.60102,0,
27.7,53.6,5.70789,5.70789,0,
20.3,37.9,5.61305,5.61305,0,
8,4.6,8.05726,8.05726,0,
9.6,46.2,4.24431,4.24431,0,
3.1,18.1,5.01069,5.01069,0,

19.9,24.7,5.6928,5.6928,0,

11.2,61.4,5.7,5.7,0,
23.4,32.7,5.96214,5.96214,0,


3.9,44.5,5.73247,5.73247,0,18.8,16.2,5.969,5.969,0,

23.1,43.3,5.791,5.791,0,

19.7,14.5,5.77797,5.77797,0,
17.6,5.8,3.89191,3.89191,0,
25.6,40.5,5.84827,5.84827,0,
9.2,22.8,5.84761,5.84761,0,
18.2,27.4,5.68183,5.68183,0,
8.2,45.1,4.68848,4.68848,0,
8.1,53.6,8.18255,8.18255,0,

18.6,56.3,5.8373,5.8373,0,
7.3,9,5.93531,5.93531,0,
8,22.4,6.23054,6.23054,0,
26.6,39.3,5.75463,5.75463,0,
24.3,7.1,4.8038,4.8038,0,
9.1,55.9,6.98605,6.98605,0,11.3,44.4,5.68703,5.68703,0,
27,38.2,5.30136,5.30136,0,
17.8,46,4.36018,4.36018,0,
15.9,67.6,5.52327,5.52327,0,
8.6,5.2,6.12207,6.12207,0,


14,13.3,7.39739,7.39739,0,
21.8,47.5,6.87339,6.87339,0,
24,51.8,6.05471,6.05471,0,

21.1,56.6,5.23373,5.23373,0,21.3,49.5,5.58635,5.58635,0,
10.7,24.9,5.71589,5.71589,0,
16.5,64.1,5.1052,5.1052,0,

5.9,25.4,6.0398,6.0398,0,
19.7,5.1,5.26175,5.26175,0,

21.7,62,5.49751,5.49751,0,
6.8,16.6,5.72124,5.72124,0,
20.2,8,5.45727,5.45727,0,


7,10.1,5.12734,5.12734,0,
21.6,64,6.16555,6.16555,0,17.5,63.1,5.90362,5.90362,0,

26.3,9.5,4.8183,4.8183,0,

25.6,20.7,5.69437,5.69437,0,

10.7,17.5,5.91188,5.91188,0,20.6,8.7,5.9028,5.9028,0,
20.8,11.1,5.51692,5.51692,0,
18,65.7,5.4808,5.4808,0,18.8,48.4,5.81635,5.81635,0,
27,25.6,5.38861,5.38861,0,
23.4,59.9,5.92271,5.92271,0,
28.1,47,4.91831,4.91831,0,
15.2,7.3,6.43264,6.43264,0,
3.9,47.7,5.74841,5.74841,0,
8.9,52.6,5.82324,5.82324,0,
6,6.7,6.67838,6.67838,0,

23.1,9.4,5.82139,5.82139,0,

23.5,20.5,5.83714,5.83714,0,

19.1,7,5.99402,5.99402,0,

4.2,36.4,5.37082,5.37082,0,
14.3,15.2,6.16202,6.16202,0,

21.9,30.7,5.57905,5.57905,0,
24,53.1,5.67732,5.67732,0,
18.7,35.4,5.84433,5.84433,0,

3.7,7.4,6.71136,6.71136,0,25.9,33,5.70511,5.70511,0,

23.3,54,6.2161,6.2161,0,




8.2,38.1,6.84286,6.84286,0,
26.1,56.3,4.74818,4.74818,0,


13.5,33.6,5.84036,5.84036,0,
22.8,26.7,7.56502,7.56502,0,
23.8,19.9,5.89531,5.89531,0,
18.6,53.8,5.49772,5.49772,0,
16.6,33.2,5.85598,5.85598,0,

3.9,46.3,5.26498,5.26498,0,
29,24.4,6.27633,6.27633,0,
7.7,46.8,5.83192,5.83192,0,
19.4,21.2,6.65084,6.65084,0,



10.8,36.3,5.97305,5.97305,0,25.9,33.3,5.67511,5.67511,0,
25.4,25.7,5.63482,5.63482,0,
12.3,5.1,10.292,10.292,0,
8.8,60.8,6.38006,6.38006,0,
24.6,53.3,4.51646,4.51646,0,


18.4,5.8,5.67164,5.67164,0,24.9,7.8,5.8293,5.8293,0,
7.9,16.5,6.08635,6.08635,0,
13.1,40.1,6.96499,6.96499,0,
24.2,56.7,5.93908,5.93908,0,
23.5,44,6.58689,6.58689,0,
9.6,15.7,6.93862,6.93862,0,
20.6,51.8,6.46718,6.46718,0,

18.4,48.6,5.46474,5.46474,0,


19.2,13,5.88697,5.88697,0,


6.2,57,6.62248,6.62248,0,10.7,59.1,6.65409,6.65409,0,

15.4,33.3,6.74908,6.74908,0,
7.1,10.6,5.79008,5.79008,0,
25.9,21.4,6.00214,6.00214,0,

14.4,18.9,5.79069,5.79069,0,
6.6,7.3,5.90924,5.90924,0,
27.3,58.3,5.80767,5.80767,0,


29.2,37.7,5.27138,5.27138,0,
2.6,16.2,4.51485,4.51485,0,

11.5,8.7,6.1027,6.1027,0,
5.7,37.2,8.29602,8.29602,0,
27.1,12.6,5.90687,5.90687,0,
12,52.9,7.11982,7.11982,0,
-1.5,-1.5,6.59626,6.59626,0,
18.4,21.9,5.70784,5.70784,0,
15.4,49.1,6.18846,6.18846,0,
14.7,8.3,5.37396,5.37396,0,
28.7,18.5,4.21251,4.21251,0,
4.6,50.3,4.77118,4.77118,0,
28.7,47.5,5.63335,5.63335,0,
13.7,16.7,5.69994,5.69994,0,
-1.5,-1.5,6.10639,6.10639,0,
9.4,37.4,7.4861,7.4861,0,




12.5,40.3,5.59487,5.59487,0,13.5,41.2,6.11972,6.11972,0,
7.4,5.6,5.3238,5.3238,0,16.5,11.3,4.11636,4.11636,0,
8.5,39.1,5.99475,5.99475,0,
8.2,57.5,8.88568,8.88568,0,
26.4,63,4.63123,4.63123,0,
6.5,54.5,5.65173,5.65173,0,9.4,56.1,5.65174,5.65174,0,
24.5,55.1,7.22461,7.22461,0,
10.9,11.4,6.55393,6.55393,0,
20,10.1,7.48327,7.48327,0,
23.2,48.6,5.71744,5.71744,0,



19.2,31.4,5.7319,5.7319,0,


25.6,39,7.30839,7.30839,0,
4.4,49.4,5.83549,5.83549,0,
29.9,54.3,5.73023,5.73023,0,

13.4,59.8,5.17672,5.17672,0,

3.3,15.9,4.88452,4.88452,0,

19,53.2,7.43059,7.43059,0,
10.6,22.1,8.09365,8.09365,0,



17.7,18.5,6.63824,6.63824,0,
13.3,38.8,4.42167,4.42167,0,
21.2,63.5,5.92835,5.92835,0,
9.2,38.1,5.46407,5.46407,0,12,12.7,6.12515,6.12515,0,


14.5,19.6,5.81196,5.81196,0,
6.7,58.3,5.32415,5.32415,0,
19.1,13.6,4.89121,4.89121,0,
17.4,20.9,6.23137,6.23137,0,
22.3,61.4,3.94217,3.94217,0,
20.5,54.8,7.39435,7.39435,0,

21.9,7.7,6.19411,6.19411,0,
20.1,36.3,6.01511,6.01511,0,
13.8,66.3,6.11678,6.11678,0,


27.3,7.5,5.74957,5.74957,0,
11.2,34.4,5.63083,5.63083,0,


5.9,52.5,5.81454,5.81454,0,
17.7,28.4,6.63764,6.63764,0,
27,8.7,5.567,5.567,0,




13.6,47.1,5.72001,5.72001,0,
10.6,43.3,5.69469,5.69469,0,

2.9,36.7,4.57676,4.57676,0,
23.8,66.4,5.57025,5.57025,0,
14.1,34.2,5.43045,5.43045,0,
20.6,6.4,5.72008,5.72008,0,
8.4,29.8,5.88392,5.88392,0,


26.9,24.9,5.84222,5.84222,0,

8.7,6,5.79492,5.79492,0,
19.8,29.4,7.27079,7.27079,0,
16.3,10.9,6.13646,6.13646,0,
17.6,14.6,6.98586,6.98586,0,
25.8,27.7,5.48753,5.48753,0,
17.9,38.6,5.99787,5.99787,0,
4.3,27.3,6.42017,6.42017,0,
8.6,20.3,6.31654,6.31654,0,14.9,20.4,6.2087,6.2087,0,

0.1,22.6,6.60813,6.60813,0,18.7,46,6.21046,6.21046,0,

22.1,44.6,5.9284,5.9284,0,


-1.5,-1.5,50.9791,50.9791,0,
25.5,45.9,5.42832,5.42832,0,
20.3,32.6,5.8228,5.8228,0,
12.9,45.5,5.93658,5.93658,0,

19.4,12.4,6.05928,6.05928,0,

14.1,38.1,5.29692,5.29692,0,17.6,47.7,5.66256,5.66256,0,


15.7,40,5.69225,5.69225,0,24,32.3,5.93385,5.93385,0,
20.1,44.2,6.23777,6.23777,0,
13.7,40.4,6.49877,6.49877,0,
17,49.5,5.40694,5.40694,0,
10.6,57.3,5.32958,5.32958,0,
19.7,50.8,6.08367,6.08367,0,

24.3,20.7,6.03404,6.03404,0,
24,45.9,6.03958,6.03958,0,
5.8,44.4,5.57328,5.57328,0,6,22.8,5.83244,5.83244,0,
23.2,26.7,5.13358,5.13358,0,
21.7,52,5.39444,5.39444,0,

10.9,16.7,5.71293,5.71293,0,12.3,40.4,5.96848,5.96848,0,27.7,36.9,5.98992,5.98992,0,
21.9,6.8,4.89199,4.89199,0,
10.4,52.8,5.9039,5.9039,0,
7.8,33.1,5.77856,5.77856,0,
24.4,27.5,6.90393,6.90393,0,
22.5,45.8,5.5655,5.5655,0,

20.2,20.8,7.06817,7.06817,0,

21.4,34.1,6.53331,6.53331,0,





10.9,16.9,6.35265,6.35265,0,

8.2,42.5,5.77445,5.77445,0,

20.7,42.8,5.8979,5.8979,0,

27.2,55.6,5.73241,5.73241,0,
11.2,53.5,5.80848,5.80848,0,



11.1,26.5,6.64361,6.64361,0,
25.2,65.5,5.5361,5.5361,0,
22.5,63.6,5.69237,5.69237,0,
3.4,14.6,5.97843,5.97843,0,
18.5,6.1,6.32806,6.32806,0,
14.6,6.5,7.97416,7.97416,0,
17.9,53.3,5.6232,5.6232,0,

2.3,57,5.96816,5.96816,0,
17.4,64.7,5.30184,5.30184,0,
20.4,63.4,6.01067,6.01067,0,
1.8,13,6.26819,6.26819,0,
