Wall time,Step,Value
1655370829.799121,100,0.02834477834403515
1655370857.882548,200,0.028349142521619797
1655370885.880178,300,0.02835160121321678
1655370913.952052,400,0.028352608904242516
1655370941.729395,500,0.028353994712233543
1655370969.611974,600,0.028357302770018578
1655370997.888607,700,0.028360780328512192
1655371025.984347,800,0.02836635522544384
1655371053.81818,900,0.028368929401040077
1655371081.813432,1000,0.02837161161005497
1655371110.692281,1100,0.02837432734668255
1655371138.561566,1200,0.028377821668982506
1655371166.472678,1300,0.028381533920764923
1655371194.263102,1400,0.028385542333126068
1655371221.902332,1500,0.02838844619691372
1655371249.679389,1600,0.028395257890224457
1655371277.546592,1700,0.028400801122188568
1655371305.14737,1800,0.028428778052330017
1655371332.816496,1900,0.028432393446564674
1655371360.538539,2000,0.02843557856976986
1655371388.910293,2100,0.028438540175557137
1655371416.591532,2200,0.028444742783904076
1655371444.237833,2300,0.028447454795241356
1655371471.899022,2400,0.02845040336251259
1655371499.597849,2500,0.028455525636672974
1655371527.110377,2600,0.028457127511501312
1655371554.733378,2700,0.028459198772907257
1655371582.562424,2800,0.02846379205584526
1655371610.011852,2900,0.028465159237384796
1655371637.541317,3000,0.028468497097492218
1655371665.799662,3100,0.02846781723201275
1655371693.310056,3200,0.02846638299524784
1655371721.101776,3300,0.028464261442422867
1655371749.182765,3400,0.028462152928113937
1655371777.338724,3500,0.02846166118979454
1655371805.97764,3600,0.028459221124649048
1655371834.005577,3700,0.02845688909292221
1655371862.433232,3800,0.02845369465649128
1655371890.791495,3900,0.028451502323150635
1655371919.21665,4000,0.028447983786463737
1655371948.377712,4100,0.028444545343518257
1655371976.735161,4200,0.02844240888953209
1655372005.014002,4300,0.02843945100903511
1655372033.554367,4400,0.028436869382858276
1655372062.028374,4500,0.028434423729777336
1655372090.265507,4600,0.028432022780179977
1655372118.445046,4700,0.028429899364709854
1655372146.202349,4800,0.02842795103788376
1655372173.928293,4900,0.02842593938112259
1655372202.454551,5000,0.028424320742487907
1655372231.825957,5100,0.028422925621271133
1655372259.401785,5200,0.028421776369214058
1655372287.264697,5300,0.028420815244317055
1655372314.956679,5400,0.028420090675354004
1655372342.434478,5500,0.02841956540942192
1655372370.7207,5600,0.028419213369488716
1655372398.508314,5700,0.02841898985207081
1655372426.584331,5800,0.02841886878013611
1655372454.262684,5900,0.02841881476342678
1655372481.898781,6000,0.028418807312846184
